time_s,request_rate_rps,avg_service_time_ms,pool_size,p99_ms,cpu_usage_pct,heap_used_pct,queue_length,,,
1,519,159.9040799,48,198.6043996,47.88734914,35.2574124,23.17673888,,,
2,527,221.5935973,48,306.6471039,47.88734914,31.08588791,0,,,
3,465,158.3466136,48,205.3328532,47.88734914,30.36938172,0,,,
4,518,178.4929952,48,190.2909728,47.88734914,32.00567332,0,,,
5,471,210.8683487,48,242.3536172,47.88734914,33.89702032,14.15402469,,,37.50717572
6,492,206.7086385,48,234.5058527,47.88734914,33.98690785,46.66138055,,,
7,509,217.4069849,48,267.751464,47.88734914,34.12331425,36.80665195,,,
8,496,183.0187508,48,223.2460801,47.88734914,32.95091253,69.18174806,,,
9,503,187.9629021,48,210.8525396,47.88734914,32.42238952,29.19848522,,,
10,524,167.9217708,48,198.7015841,47.88734914,35.82764574,49.33856571,,,
11,518,157.5073471,48,202.4559673,47.88734914,34.19238901,31.38168588,,,
12,519,162.3397788,48,183.1919028,47.88734914,36.79673663,11.4355934,,,
13,498,212.8272554,48,275.4769013,47.88734914,31.10393881,2.394351448,,,
14,474,192.0527201,48,242.9234916,47.88734914,35.55213988,50.57797627,,,
15,488,169.9349703,48,227.5729959,47.88734914,32.17456878,9.226493611,,,
16,498,212.4520651,48,254.2215075,47.88734914,29.61211661,13.35599466,,,
17,471,220.9264927,48,267.9457225,47.88734914,35.54073893,0,,,
18,481,243.4348702,48,290.099977,47.88734914,35.32504015,50.14950197,,,
19,496,238.9310538,48,313.4972627,47.88734914,33.5435868,55.60138628,,,
20,513,179.0772674,48,194.1164877,47.88734914,29.60053804,0,,,
21,524,222.9709076,48,276.6165308,47.88734914,35.08781303,31.36909381,,,
22,493,180.6738223,48,233.9523494,47.88734914,38.18538521,66.05762851,,,
23,512,200.5560558,48,278.0967764,47.88734914,31.51131044,43.78984679,,,
24,479,216.3651337,48,272.5036171,47.88734914,31.18885955,56.27923883,,,
25,520,213.6614861,48,260.2603441,47.88734914,34.62760129,87.26675101,,,
26,514,256.3481365,48,283.4042952,47.88734914,39.97225402,95.52676522,,,
27,497,225.2646321,48,289.1122147,47.88734914,38.35718313,58.76245101,,,
28,472,212.6341445,48,249.1933579,47.88734914,34.59032175,67.08384368,,,
29,511,201.3720118,48,230.5708933,47.88734914,33.9724339,54.86096434,,,
30,504,226.7209809,48,250.1138085,47.88734914,36.27224384,63.32805773,,,
31,509,213.0240414,48,257.7707582,47.88734914,34.76252905,64.24831467,,,
32,504,172.7359544,48,234.7349697,47.88734914,37.62207362,76.75819578,,,
33,480,198.7606891,48,235.3543904,47.88734914,33.71146557,43.95685552,,,
34,527,158.1798653,48,192.0117293,47.88734914,34.20857415,42.22126651,,,
35,454,202.6772086,48,236.5053074,47.88734914,34.23948147,71.60281741,,,
36,486,206.5843299,48,260.4562452,47.88734914,37.42422204,62.28769854,,,
37,504,154.3658461,48,192.7589665,47.88734914,34.83122731,107.465084,,,
38,511,225.598526,48,266.2027597,47.88734914,39.0584079,142.979897,,,
39,523,179.8242477,48,230.2893128,47.88734914,35.4449261,139.121755,,,
40,515,207.402192,48,252.7860421,47.88734914,33.69451857,143.1088879,,,
41,475,212.4635825,48,245.4592438,47.88734914,33.22846811,174.7594022,,,
42,474,204.1685142,48,239.1812023,47.88734914,33.68818044,114.1480325,,,
43,497,179.4361559,48,220.2466738,47.88734914,34.49472607,65.97717013,,,
44,487,200.698747,48,229.9734642,47.88734914,33.74612329,36.98683383,,,
45,491,179.9471637,48,223.192434,47.88734914,34.1465895,0,,,
46,536,253.1350314,48,303.0654584,47.88734914,33.1849894,4.572553964,,,
47,519,223.7953778,48,270.7785012,47.88734914,34.61872828,0.884548514,,,
48,497,159.5314768,48,224.0541376,47.88734914,31.27435058,0,,,
49,465,233.6773302,48,278.3984488,47.88734914,32.1809828,0,,,
50,497,218.468529,48,301.6097837,47.88734914,37.48142282,0,,,
51,487,218.2797168,48,269.1336231,47.88734914,35.48206299,63.67335948,,,
52,476,203.9866645,48,251.5986805,47.88734914,35.89472976,86.17881823,,,
53,518,205.4944562,48,256.5641145,47.88734914,39.32513799,126.8187453,,,
54,496,166.2019882,48,213.3282873,47.88734914,34.35076741,86.53617419,,,
55,505,229.3637706,48,272.7883128,47.88734914,35.39754595,69.50146949,,,
56,463,164.133215,48,194.269227,47.88734914,33.3826222,14.41195649,,,
57,489,219.9724211,48,276.4737294,47.88734914,33.86043258,0,,,
58,467,176.7075142,48,207.3456911,47.88734914,33.92623566,0,,,
59,476,172.8850014,47,182.1273513,47.88734914,31.7744154,0,,,
60,505,192.2845405,48,246.9470689,47.88734914,33.28675337,4.450760951,,,
61,506,199.2645274,48,219.8899256,47.88734914,33.60085334,16.98016058,,,
62,557,193.8850921,48,239.9398268,47.88734914,33.99951541,0,,,
63,520,226.1746855,48,306.4607844,47.88734914,30.99570536,13.88531399,,,
64,499,198.5380505,48,228.1577626,47.88734914,33.74828425,0,,,
65,544,151.9217401,48,192.4711036,47.88734914,33.5988731,0,,,
66,498,188.1210081,48,241.0521815,47.88734914,32.41418322,0,,,
67,489,159.286282,48,208.2908236,47.88734914,37.54415577,1.757994647,,,
68,496,234.6304466,48,274.3868339,47.88734914,37.5758215,1.102140054,,,
69,472,236.2215238,48,266.4612721,47.88734914,32.30160127,7.843639583,,,
70,468,204.4639299,48,258.2421817,47.88734914,30.92418418,23.6806471,,,
71,485,198.6889189,48,250.6394224,47.88734914,33.99623364,43.2942542,,,
72,515,177.8373478,48,226.730908,47.88734914,33.28359077,36.69036741,,,
73,467,210.9266159,48,229.2698336,47.88734914,31.7819986,0,,,
74,481,235.8787175,48,286.2231599,47.88734914,28.67447655,37.13475339,,,
75,503,185.2288363,48,208.9470275,47.88734914,34.70388459,20.62270506,,,
76,524,170.3850733,48,232.4074355,47.88734914,32.81940453,58.71753215,,,
77,488,153.0102799,48,187.3403002,47.88734914,31.75149511,35.59078347,,,
78,486,218.8833585,48,238.4437682,47.88734914,35.50701744,29.37585339,,,
79,475,176.6889942,48,186.9620606,47.88734914,34.87655882,3.376780955,,,
80,496,168.6590743,48,200.8705794,47.88734914,32.63401738,0,,,
81,532,183.9490983,48,212.8491664,47.88734914,33.94847494,0,,,
82,532,185.9623142,48,245.0581653,47.88734914,34.04649934,46.76624029,,,
83,501,207.5892786,48,275.352773,47.88734914,31.41968524,55.15678401,,,
84,519,246.2348597,48,342.2535531,47.88734914,33.86699456,16.85733076,,,
85,492,192.3197048,48,253.1814874,47.88734914,34.29048609,0,,,
86,517,233.614073,48,279.716831,47.88734914,34.69095177,0,,,
87,544,171.7182503,48,226.9645408,47.88734914,32.34809965,35.38762481,,,
88,470,228.2168228,48,239.7632256,47.88734914,35.17695041,45.34807102,,,
89,474,182.4259514,48,224.722448,47.88734914,36.54428475,61.43013856,,,
90,506,212.7090516,48,247.5483099,47.88734914,36.6285176,13.6604235,,,
91,478,211.9540489,48,222.8361005,47.88734914,29.69754933,0,,,
92,500,173.6001723,48,234.7623584,47.88734914,34.57339936,0,,,
93,471,234.4555838,48,266.6508543,47.88734914,33.70379249,41.19819396,,,
94,470,245.3727718,48,300.3129997,47.88734914,32.60683908,37.57050483,,,
95,513,226.4153532,48,263.7759379,47.88734914,34.57014386,42.67021098,,,
96,479,186.3215077,48,206.2318139,47.88734914,33.43225838,21.23717643,,,
97,514,200.1413477,48,232.3473348,47.88734914,35.28577881,10.51693192,,,
98,471,200.3852005,48,239.5724497,47.88734914,35.15864168,23.0745558,,,
99,541,180.0671017,48,258.5025137,47.88734914,34.89097445,30.78859904,,,
100,487,216.8801219,48,248.117745,47.88734914,35.04053636,18.15698446,,,
101,486,218.4166035,48,285.9677994,47.88734914,31.26182504,1.614642242,,,
102,509,184.8576453,48,217.4132618,47.88734914,33.92143471,4.671275748,,,
103,472,233.1282061,48,290.0891758,47.88734914,31.69568951,0,,,
104,543,234.5592018,48,281.3709173,47.88734914,32.46600204,20.94167935,,,
105,498,201.5454401,48,236.3561841,47.88734914,32.01385293,23.13330681,,,
106,524,192.4900635,48,249.034426,47.88734914,38.49275378,37.19434863,,,
107,481,215.5014061,48,251.377174,47.88734914,36.02060545,45.75418267,,,
108,507,216.6055135,48,259.846722,47.88734914,35.7229821,51.30657693,,,
